x1;x2;x3;x4
0.645117007;0.747412465;0.82550476;0.022388088
0.852029481;0.087107646;0.514925271;0.875892403
0.940176966;0.372982435;0.855729701;0.188673858
0.76390176;0.010564387;0.451834151;0.368305076
0.715688036;0.250080374;0.638860829;0.483370065
0.145482314;0.485165737;0.01779275;0.404911102
0.302943703;0.370174154;0.318913652;0.622568392
0.492795061;0.416256354;0.27150618;0.687964703
0.626199761;0.055754035;0.978183168;0.101759202
0.92463427;0.545838655;0.380742937;0.294119893
0.410609428;0.536074316;0.477476932;0.1619044
0.520389948;0.602294228;0.683484817;0.188440637
0.382744645;0.481994641;0.250936444;0.902538222
0.812188069;0.517081821;0.050548169;0.119771159
0.306375272;0.854924198;0.443478965;0.832793642
0.416367171;0.455375071;0.249021277;0.492977961
0.487535415;0.327990534;0.078665023;0.043764699
0.049266831;0.198026171;0.452331055;0.959037172
0.812456771;0.114365788;0.657387827;0.946165408
0.116698788;0.077725215;0.267661809;0.206770475
0.180845455;0.108125391;0.983055363;0.505540117
0.419332647;0.004553177;0.385176211;0.066023277
0.09881419;0.973374014;0.517369946;0.050675348
0.751565649;0.156125357;0.574959664;0.227275876
0.382413326;0.317375281;0.493445481;0.079633291
0.27702255;0.156932189;0.434050954;0.063407619
0.561137153;0.271041422;0.316660264;0.772126927
0.07243995;0.716470873;0.320071861;0.006167943
0.200476253;0.560534858;0.942075973;0.256793041
0.707518865;0.66761961;0.5806752;0.277899008
0.091418876;0.173831312;0.374843398;0.845278511
0.350764414;0.502074284;0.595927689;0.57392533
0.256589244;0.576883056;0.084379937;0.887118551
0.874763432;0.415366919;0.40358578;0.379581995
0.963354569;0.982984854;0.706179852;0.669208542
0.734349392;0.363119792;0.900248065;0.057433483
0.038514606;0.994337215;0.473239441;0.856340014
0.859273928;0.617042361;0.435228869;0.631067164
0.721040225;0.175523036;0.694407728;0.101535847
0.515281798;0.447014308;0.095519292;0.005402533
0.098164794;0.830118271;0.843809538;0.526619273
0.061836625;0.717935734;0.110884792;0.583198229
0.725012798;0.181096276;0.02017395;0.120448201
0.635812357;0.391299062;0.798613521;0.291275491
0.731314859;0.986779978;0.596392459;0.684860042
0.834108359;0.625248344;0.170868845;0.916722981
0.763461983;0.08012287;0.184008847;0.044613555
0.198397815;0.287817915;0.602591544;0.3022718
0.739998989;0.576150921;0.973578547;0.029476706
0.179235514;0.580936332;0.245368312;0.249609537
0.405276887;0.617545663;0.834152857;0.525808961
0.754020732;0.930629428;0.264871525;0.203766463
0.307063491;0.334547295;0.754188753;0.474326981
0.150010872;0.611606545;0.276628649;0.352572637
0.070058875;0.535335432;0.568466679;0.977322301
0.188924189;0.834031096;0.998401123;0.170484901
0.673704605;0.395201947;0.295348984;0.418146478
0.547523174;0.426814591;0.353635244;0.126777003
0.923995486;0.537765328;0.808998211;0.490136212
0.428319905;0.338388193;0.706519831;0.730386306
0.88932305;0.016611961;0.602404087;0.529844346
0.746398758;0.9265328;0.517550916;0.102148184
0.848258602;0.805535075;0.17184929;0.456242968
0.894883296;0.746337795;0.335511916;0.024234531
0.19502501;0.623956085;0.577982904;0.953189601
0.804003708;0.87521938;0.021754827;0.338592791
